what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301296604944
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301296607588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296613188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296627039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301296630582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296633130
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296642442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301296644783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296647113
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296653687
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296696061
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296696067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296696109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296700968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296708748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1301296708784
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296708889
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296708904
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296733029
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296733216
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296733244
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296738138
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296738138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296740040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296740531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296740621
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296741522
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296741523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296741561
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296743400
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296743415
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296744157
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296745082
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296745109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296746433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296747613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296747710
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296771944
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296773364
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296773393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296802231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1301296802260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296803849
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296814098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296816397
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296816621
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301296816961
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301296817001
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301296827313
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296828819
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296828868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296829508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301296829541
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296829559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296830874
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296843811
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301296845397
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1301296845475
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301296845475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296851446
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1301296851469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296856544
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1301296861530
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296864725
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1301296868632
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1301296869370
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1301296869450
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1301296869485
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301296869565
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1301296870487
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301296870740
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301296870815
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1301296873460
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1301296875722
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1301296876756
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1301296877910
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1301296880894
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1301296884379
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1301296900415
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1301296900561
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1301296911737
