what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1301297965886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301297967460
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301297969558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301297970524
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301297976264
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301297977015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301297979839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301297981839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301297985931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301297988738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301297990002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298078384
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301298087038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301298092267
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1301298093389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301298094843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301298097443
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298098482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298106290
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298113196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298160966
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1301298165862
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301298166780
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301298169570
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298172040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298177406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301298186090
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1301298187613
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1301298188033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301298190226
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301298194152
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298195101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298202874
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301298205326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298210195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301298216890
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301298223592
