what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301295170439
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301295182047
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295186265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295187602
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1301295187655
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1301295187732
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1301295188170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301295193375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295195456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295195929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295202824
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301295208473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295210749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295211990
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1301295212030
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295218419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295220491
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301295220533
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1301295224621
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1301295224739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295224761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301295225979
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301295226889
